datetime,direction,toll_point,rate,pbm_rate
2018-03-31 01:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 01:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 01:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 01:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 02:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 02:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 02:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 02:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 02:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 02:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 02:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 02:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 02:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 02:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 02:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 02:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 03:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 03:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 03:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 03:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 03:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 03:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 03:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 03:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 03:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 03:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 03:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 03:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 04:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 04:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 04:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 04:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 04:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 04:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 04:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 04:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 04:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 04:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 04:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 04:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 05:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 05:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 05:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 05:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 05:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 05:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 05:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 05:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 05:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 05:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 05:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 05:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 06:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 06:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 06:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 06:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 06:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 06:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 06:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 06:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 06:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 06:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 06:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 06:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 07:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 07:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 07:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 07:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 07:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 07:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 07:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 07:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 07:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 07:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 07:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 07:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 08:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 08:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 08:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 08:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 08:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 08:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 08:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 08:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 08:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 08:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 08:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 08:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 09:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 09:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 09:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 09:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 09:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 09:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 09:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 09:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 09:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 09:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 09:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 09:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 10:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 10:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 10:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 10:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 10:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 10:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 10:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 10:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 10:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 10:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 10:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 10:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 11:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 11:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 11:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 11:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 11:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 11:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 11:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 11:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 11:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 11:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 11:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 11:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 12:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 12:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 12:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 12:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 12:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 12:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 12:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 12:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 12:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 12:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 12:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 12:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 13:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 13:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 13:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 13:00:00,SB,2222 to 5th/CVZ,0.47,0.62
2018-03-31 13:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 13:00:00,SB,Parmer to 5th/CVZ,0.72,0.95
2018-03-31 13:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 13:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 13:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 13:30:00,SB,2222 to 5th/CVZ,0.57,0.75
2018-03-31 13:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 13:30:00,SB,Parmer to 5th/CVZ,0.82,1.09
2018-03-31 14:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 14:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 14:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 14:00:00,SB,2222 to 5th/CVZ,1.45,1.92
2018-03-31 14:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 14:00:00,SB,Parmer to 5th/CVZ,1.7,2.26
2018-03-31 14:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 14:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 14:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 14:30:00,SB,2222 to 5th/CVZ,0.57,0.75
2018-03-31 14:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 14:30:00,SB,Parmer to 5th/CVZ,0.82,1.09
2018-03-31 15:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 15:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 15:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 15:00:00,SB,2222 to 5th/CVZ,0.85,1.13
2018-03-31 15:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 15:00:00,SB,Parmer to 5th/CVZ,1.1,1.46
2018-03-31 15:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 15:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 15:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 15:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 15:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 15:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 16:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 16:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 16:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 16:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 16:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 16:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 16:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 16:30:00,NB,CVZ to 183,0.47,0.62
2018-03-31 16:30:00,NB,CVZ to Parmer,0.72,0.95
2018-03-31 16:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 16:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 16:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 17:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 17:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 17:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 17:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 17:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 17:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 17:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 17:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 17:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 17:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 17:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 17:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 18:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 18:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 18:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 18:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 18:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 18:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 18:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 18:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 18:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 18:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 18:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 18:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 19:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 19:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 19:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 19:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 19:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 19:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 19:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 19:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 19:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 19:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 19:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 19:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 20:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 20:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 20:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 20:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 20:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 20:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 20:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 20:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 20:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 20:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 20:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 20:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 21:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 21:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 21:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 21:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 21:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 21:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 21:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 21:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 21:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 21:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 21:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 21:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 22:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 22:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 22:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 22:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 22:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 22:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 22:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 22:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 22:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 22:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 22:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 22:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 23:00:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 23:00:00,NB,CVZ to 183,0.25,0.33
2018-03-31 23:00:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 23:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 23:00:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 23:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-03-31 23:30:00,NB,2222 to Parmer,0.25,0.33
2018-03-31 23:30:00,NB,CVZ to 183,0.25,0.33
2018-03-31 23:30:00,NB,CVZ to Parmer,0.5,0.66
2018-03-31 23:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-03-31 23:30:00,SB,Parmer to 2222,0.25,0.33
2018-03-31 23:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 00:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 00:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 00:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 00:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 00:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 00:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 00:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 00:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 00:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 00:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 00:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 00:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 01:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 01:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 01:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 01:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 01:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 01:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 01:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 01:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 01:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 01:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 01:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 01:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 02:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 02:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 02:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 02:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 02:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 02:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 02:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 02:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 02:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 02:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 02:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 02:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 03:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 03:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 03:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 03:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 03:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 03:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 03:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 03:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 03:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 03:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 03:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 03:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 04:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 04:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 04:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 04:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 04:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 04:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 04:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 04:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 04:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 04:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 04:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 04:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 05:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 05:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 05:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 05:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 05:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 05:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 05:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 05:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 05:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 05:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 05:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 05:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 06:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 06:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 06:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 06:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 06:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 06:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 06:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 06:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 06:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 06:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 06:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 06:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 07:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 07:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 07:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 07:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 07:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 07:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 07:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 07:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 07:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 07:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 07:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 07:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 08:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 08:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 08:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 08:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 08:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 08:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 08:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 08:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 08:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 08:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 08:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 08:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 09:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 09:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 09:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 09:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 09:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 09:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 09:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 09:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 09:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 09:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 09:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 09:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 10:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 10:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 10:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 10:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 10:00:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 10:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 10:30:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 10:30:00,NB,CVZ to 183,0.25,0.33
2018-04-01 10:30:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 10:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 10:30:00,SB,Parmer to 2222,0.25,0.33
2018-04-01 10:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-04-01 11:00:00,NB,2222 to Parmer,0.25,0.33
2018-04-01 11:00:00,NB,CVZ to 183,0.25,0.33
2018-04-01 11:00:00,NB,CVZ to Parmer,0.5,0.66
2018-04-01 11:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-04-01 11:00:00,SB,Parmer to 2222,0.25,0.33
