datetime,direction,toll_point,rate,pbm_rate
2018-01-02 09:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 09:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 09:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 10:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 10:00:00,NB,CVZ to 183,0.25,0.33
2018-01-02 10:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 10:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 10:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 10:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 10:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 10:30:00,NB,CVZ to 183,0.25,0.33
2018-01-02 10:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 10:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 10:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 10:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 11:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 11:00:00,NB,CVZ to 183,0.25,0.33
2018-01-02 11:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 11:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 11:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 11:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 11:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 11:30:00,NB,CVZ to 183,0.25,0.33
2018-01-02 11:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 11:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 11:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 11:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 12:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 12:00:00,NB,CVZ to 183,0.25,0.33
2018-01-02 12:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 12:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 12:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 12:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 12:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 12:30:00,NB,CVZ to 183,0.25,0.33
2018-01-02 12:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 12:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 12:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 12:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 13:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 13:00:00,NB,CVZ to 183,0.25,0.33
2018-01-02 13:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 13:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 13:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 13:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 13:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 13:30:00,NB,CVZ to 183,0.25,0.33
2018-01-02 13:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 13:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 13:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 13:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 14:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 14:00:00,NB,CVZ to 183,0.25,0.33
2018-01-02 14:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 14:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 14:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 14:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 14:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 14:30:00,NB,CVZ to 183,0.25,0.33
2018-01-02 14:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 14:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 14:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 14:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 15:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 15:00:00,NB,CVZ to 183,0.25,0.33
2018-01-02 15:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 15:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 15:00:00,SB,Parmer to 2222,0.0,0.0
2018-01-02 15:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 15:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 15:30:00,NB,CVZ to 183,0.25,0.33
2018-01-02 15:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 15:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 15:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 15:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 16:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 16:00:00,NB,CVZ to 183,1.4,1.86
2018-01-02 16:00:00,NB,CVZ to Parmer,1.65,2.19
2018-01-02 16:00:00,SB,2222 to 5th/CVZ,1.35,1.79
2018-01-02 16:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 16:00:00,SB,Parmer to 5th/CVZ,1.6,2.12
2018-01-02 16:30:00,NB,2222 to Parmer,1.25,1.66
2018-01-02 16:30:00,NB,CVZ to 183,4.0,5.32
2018-01-02 16:30:00,NB,CVZ to Parmer,5.25,6.98
2018-01-02 16:30:00,SB,2222 to 5th/CVZ,2.61,3.47
2018-01-02 16:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 16:30:00,SB,Parmer to 5th/CVZ,2.86,3.8
2018-01-02 17:00:00,NB,2222 to Parmer,1.4,1.86
2018-01-02 17:00:00,NB,CVZ to 183,3.7,4.92
2018-01-02 17:00:00,NB,CVZ to Parmer,5.1,6.78
2018-01-02 17:00:00,SB,2222 to 5th/CVZ,2.37,3.15
2018-01-02 17:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 17:00:00,SB,Parmer to 5th/CVZ,2.62,3.48
2018-01-02 17:30:00,NB,2222 to Parmer,3.21,4.26
2018-01-02 17:30:00,NB,CVZ to 183,4.36,5.79
2018-01-02 17:30:00,NB,CVZ to Parmer,7.57,10.06
2018-01-02 17:30:00,SB,2222 to 5th/CVZ,1.27,1.68
2018-01-02 17:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 17:30:00,SB,Parmer to 5th/CVZ,3.22,4.28
2018-01-02 18:00:00,NB,2222 to Parmer,5.61,7.46
2018-01-02 18:00:00,NB,CVZ to 183,3.36,4.46
2018-01-02 18:00:00,NB,CVZ to Parmer,8.97,11.93
2018-01-02 18:00:00,SB,2222 to 5th/CVZ,1.25,1.66
2018-01-02 18:00:00,SB,Parmer to 2222,0.0,0.0
2018-01-02 18:00:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-01-02 18:30:00,NB,2222 to Parmer,2.35,3.12
2018-01-02 18:30:00,NB,CVZ to 183,0.96,1.27
2018-01-02 18:30:00,NB,CVZ to Parmer,4.21,5.59
2018-01-02 18:30:00,SB,2222 to 5th/CVZ,1.17,1.55
2018-01-02 18:30:00,SB,Parmer to 2222,0.0,0.0
2018-01-02 18:30:00,SB,Parmer to 5th/CVZ,0.0,0.0
2018-01-02 19:00:00,NB,2222 to Parmer,1.45,1.92
2018-01-02 19:00:00,NB,CVZ to 183,0.25,0.33
2018-01-02 19:00:00,NB,CVZ to Parmer,1.7,2.26
2018-01-02 19:00:00,SB,2222 to 5th/CVZ,0.35,0.46
2018-01-02 19:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 19:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 19:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 19:30:00,NB,CVZ to 183,0.25,0.33
2018-01-02 19:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 19:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 19:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 19:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 20:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 20:00:00,NB,CVZ to 183,0.25,0.33
2018-01-02 20:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 20:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 20:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 20:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 20:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 20:30:00,NB,CVZ to 183,0.25,0.33
2018-01-02 20:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 20:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 20:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 20:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 21:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 21:00:00,NB,CVZ to 183,0.25,0.33
2018-01-02 21:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 21:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 21:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 21:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 21:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 21:30:00,NB,CVZ to 183,0.25,0.33
2018-01-02 21:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 21:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 21:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 21:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 22:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 22:00:00,NB,CVZ to 183,0.25,0.33
2018-01-02 22:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 22:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 22:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 22:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 22:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 22:30:00,NB,CVZ to 183,0.25,0.33
2018-01-02 22:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 22:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 22:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 22:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 23:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 23:00:00,NB,CVZ to 183,0.25,0.33
2018-01-02 23:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 23:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 23:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 23:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-02 23:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-02 23:30:00,NB,CVZ to 183,0.25,0.33
2018-01-02 23:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-02 23:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-02 23:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-02 23:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 00:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 00:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 00:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 00:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 00:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 00:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 00:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 00:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 00:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 00:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 00:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 00:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 01:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 01:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 01:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 01:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 01:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 01:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 01:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 01:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 01:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 01:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 01:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 01:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 02:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 02:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 02:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 02:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 02:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 02:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 02:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 02:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 02:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 02:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 02:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 02:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 03:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 03:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 03:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 03:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 03:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 03:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 03:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 03:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 03:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 03:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 03:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 03:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 04:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 04:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 04:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 04:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 04:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 04:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 04:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 04:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 04:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 04:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 04:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 04:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 05:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 05:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 05:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 05:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 05:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 05:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 05:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 05:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 05:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 05:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 05:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 05:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 06:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 06:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 06:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 06:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 06:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 06:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 06:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 06:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 06:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 06:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 06:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 06:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 07:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 07:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 07:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 07:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 07:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 07:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 07:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 07:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 07:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 07:30:00,SB,2222 to 5th/CVZ,0.45,0.59
2018-01-03 07:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 07:30:00,SB,Parmer to 5th/CVZ,0.7,0.93
2018-01-03 08:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 08:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 08:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 08:00:00,SB,2222 to 5th/CVZ,0.75,0.99
2018-01-03 08:00:00,SB,Parmer to 2222,0.55,0.73
2018-01-03 08:00:00,SB,Parmer to 5th/CVZ,1.3,1.72
2018-01-03 08:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 08:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 08:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 08:30:00,SB,2222 to 5th/CVZ,0.69,0.91
2018-01-03 08:30:00,SB,Parmer to 2222,0.31,0.41
2018-01-03 08:30:00,SB,Parmer to 5th/CVZ,1.0,1.33
2018-01-03 09:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 09:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 09:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 09:00:00,SB,2222 to 5th/CVZ,0.65,0.86
2018-01-03 09:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 09:00:00,SB,Parmer to 5th/CVZ,1.08,1.43
2018-01-03 09:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 09:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 09:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 09:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 09:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 09:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 10:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 10:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 10:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 10:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 10:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 10:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 10:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 10:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 10:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 10:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 10:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 10:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 11:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 11:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 11:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 11:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 11:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 11:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 11:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 11:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 11:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 11:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 11:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 11:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 12:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 12:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 12:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 12:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 12:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 12:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 12:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 12:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 12:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 12:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 12:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 12:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 13:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 13:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 13:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 13:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 13:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 13:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 13:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 13:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 13:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 13:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 13:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 13:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 14:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 14:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 14:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 14:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 14:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 14:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 14:30:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 14:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 14:30:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 14:30:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 14:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 14:30:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 15:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 15:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 15:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 15:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 15:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 15:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 15:30:00,NB,2222 to Parmer,0.49,0.65
2018-01-03 15:30:00,NB,CVZ to 183,0.75,0.99
2018-01-03 15:30:00,NB,CVZ to Parmer,1.24,1.64
2018-01-03 15:30:00,SB,2222 to 5th/CVZ,0.69,0.91
2018-01-03 15:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 15:30:00,SB,Parmer to 5th/CVZ,0.94,1.25
2018-01-03 16:00:00,NB,2222 to Parmer,0.56,0.74
2018-01-03 16:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 16:00:00,NB,CVZ to Parmer,0.81,1.07
2018-01-03 16:00:00,SB,2222 to 5th/CVZ,1.69,2.24
2018-01-03 16:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 16:00:00,SB,Parmer to 5th/CVZ,1.84,2.44
2018-01-03 16:30:00,NB,2222 to Parmer,0.69,0.91
2018-01-03 16:30:00,NB,CVZ to 183,0.65,0.86
2018-01-03 16:30:00,NB,CVZ to Parmer,1.34,1.78
2018-01-03 16:30:00,SB,2222 to 5th/CVZ,2.23,2.96
2018-01-03 16:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 16:30:00,SB,Parmer to 5th/CVZ,2.48,3.29
2018-01-03 17:00:00,NB,2222 to Parmer,1.01,1.34
2018-01-03 17:00:00,NB,CVZ to 183,1.0,1.33
2018-01-03 17:00:00,NB,CVZ to Parmer,1.71,2.27
2018-01-03 17:00:00,SB,2222 to 5th/CVZ,2.45,3.25
2018-01-03 17:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 17:00:00,SB,Parmer to 5th/CVZ,2.7,3.59
2018-01-03 17:30:00,NB,2222 to Parmer,0.62,0.82
2018-01-03 17:30:00,NB,CVZ to 183,1.85,2.46
2018-01-03 17:30:00,NB,CVZ to Parmer,2.47,3.28
2018-01-03 17:30:00,SB,2222 to 5th/CVZ,1.35,1.79
2018-01-03 17:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 17:30:00,SB,Parmer to 5th/CVZ,1.6,2.12
2018-01-03 18:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 18:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 18:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 18:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 18:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 18:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
2018-01-03 18:30:00,NB,2222 to Parmer,0.36,0.47
2018-01-03 18:30:00,NB,CVZ to 183,0.25,0.33
2018-01-03 18:30:00,NB,CVZ to Parmer,0.61,0.81
2018-01-03 18:30:00,SB,2222 to 5th/CVZ,0.31,0.41
2018-01-03 18:30:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 18:30:00,SB,Parmer to 5th/CVZ,0.56,0.74
2018-01-03 19:00:00,NB,2222 to Parmer,0.25,0.33
2018-01-03 19:00:00,NB,CVZ to 183,0.25,0.33
2018-01-03 19:00:00,NB,CVZ to Parmer,0.5,0.66
2018-01-03 19:00:00,SB,2222 to 5th/CVZ,0.25,0.33
2018-01-03 19:00:00,SB,Parmer to 2222,0.25,0.33
2018-01-03 19:00:00,SB,Parmer to 5th/CVZ,0.5,0.66
